Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Decade_group,Calculated_Sales,Top_Region,Sales_Category,Game_Age,NA_Percentage,EU_Percentage,Global_Sales_Scaler,NA_Percentage_Scaler,EU_Percentage_Scaler,Global_Sales_Standard_Scaler,NA_Percentage_Standard_Scaler,EU_Percentage_Standard_Scaler
3337,Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,0.19,0.11,0.25,0.06,0.6,2010,10s,0.6100000000000001,JP_Sales,Low,15,31.66666666666667,18.333333333333336,0.007131633023087152,0.3166666666666667,0.18333333333333335,0.039537236144631054,-0.40785746272695617,-0.18306133533145627
3338,Monster Trucks,GBA,2004,Racing,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6,2000,00s,0.6,NA_Sales,Low,22,71.66666666666667,26.666666666666668,0.007131633023087152,0.7166666666666667,0.26666666666666666,0.039537236144631054,0.7660583306409697,0.15175976324778367
3339,Shadow The Hedgehog,PS2,2005,Platform,Sega,0.5,0.02,0.0,0.08,0.6,2000,00s,0.6,NA_Sales,Low,21,83.33333333333334,3.3333333333333335,0.007131633023087152,0.8333333333333335,0.03333333333333333,0.039537236144631054,1.1084504370399484,-0.7857393127740884
3340,Wave Race: Blue Storm,GC,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,2000,00s,0.61,NA_Sales,Low,25,66.66666666666667,16.666666666666668,0.007131633023087152,0.6666666666666667,0.16666666666666669,0.039537236144631054,0.619318856469979,-0.25002555504730434
3341,Backyard Wrestling: Don't Try This at Home,PS2,2003,Fighting,Eidos Interactive,0.3,0.23,0.0,0.08,0.6,2000,00s,0.61,NA_Sales,Low,23,50.0,38.333333333333336,0.007131633023087152,0.5,0.38333333333333336,0.039537236144631054,0.13018727590000975,0.6205093012587197
3342,Fight Night Round 2,XB,2005,Fighting,Electronic Arts,0.42,0.16,0.0,0.02,0.6,2000,00s,0.6,NA_Sales,Low,21,70.0,26.666666666666668,0.007131633023087152,0.7000000000000001,0.26666666666666666,0.039537236144631054,0.7171451725839727,0.15175976324778367
3343,MonHun Nikki: Poka Poka Ailu Mura,PSP,2010,Role-Playing,Capcom,0.0,0.0,0.6,0.0,0.6,2010,10s,0.6,JP_Sales,Low,16,0.0,0.0,0.007131633023087152,0.0,0.0,0.039537236144631054,-1.3372074658098976,-0.9196677522057843
3344,The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0.0,0.06,0.6,2000,00s,0.5900000000000001,NA_Sales,Low,19,46.66666666666667,41.66666666666667,0.007131633023087152,0.46666666666666673,0.41666666666666674,0.039537236144631054,0.03236095978601605,0.7544377406904158
3345,NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6,2000,00s,0.6,NA_Sales,Low,19,83.33333333333334,3.3333333333333335,0.007131633023087152,0.8333333333333335,0.03333333333333333,0.039537236144631054,1.1084504370399484,-0.7857393127740884
3346,Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.36,0.19,0.0,0.05,0.6,2010,10s,0.6000000000000001,NA_Sales,Low,15,60.0,31.66666666666667,0.007131633023087152,0.6,0.3166666666666667,0.039537236144631054,0.42366622424199124,0.3526524223953278
3347,Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0.0,0.05,0.6,2010,10s,0.6000000000000001,NA_Sales,Low,13,55.00000000000001,36.66666666666667,0.007131633023087152,0.55,0.3666666666666667,0.039537236144631054,0.2769267500710007,0.5535450815428719
3348,The Golden Compass,Wii,2007,Action,Sega,0.26,0.28,0.0,0.07,0.6,2000,00s,0.6100000000000001,EU_Sales,Low,19,43.333333333333336,46.66666666666667,0.007131633023087152,0.43333333333333335,0.46666666666666673,0.039537236144631054,-0.06546535632797784,0.9553303998379599
3349,WarioWare D.I.Y.,DS,2009,Misc,Nintendo,0.18,0.19,0.2,0.04,0.6,2000,00s,0.6100000000000001,JP_Sales,Low,17,30.0,31.66666666666667,0.007131633023087152,0.3,0.3166666666666667,0.039537236144631054,-0.45677062078395325,0.3526524223953278
3350,Tony Hawk: RIDE,PS3,2009,Sports,Activision,0.38,0.15,0.0,0.08,0.6,2000,00s,0.61,NA_Sales,Low,17,63.33333333333334,25.0,0.007131633023087152,0.6333333333333334,0.25,0.039537236144631054,0.5214925403559854,0.08479554353193562
3351,LEGO Jurassic World,3DS,2015,Action,Warner Bros. Interactive Entertainment,0.31,0.22,0.03,0.05,0.6,2010,10s,0.6100000000000001,NA_Sales,Low,11,51.66666666666667,36.66666666666667,0.007131633023087152,0.5166666666666667,0.3666666666666667,0.039537236144631054,0.17910043395700678,0.5535450815428719
3352,Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6,2010,10s,0.6,EU_Sales,Low,15,36.66666666666667,41.66666666666667,0.007131633023087152,0.3666666666666667,0.41666666666666674,0.039537236144631054,-0.2611179885559654,0.7544377406904158
3353,LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.37,0.0,0.1,0.6,2010,10s,0.59,EU_Sales,Low,12,20.0,61.66666666666667,0.007131633023087152,0.2,0.6166666666666667,0.039537236144631054,-0.7502495691259347,1.5580083772805917
3354,Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6,1990,90s,0.6,NA_Sales,Low,31,35.0,23.333333333333336,0.007131633023087152,0.35000000000000003,0.23333333333333336,0.039537236144631054,-0.3100311466129625,0.017831323816087718
3355,Secret Agent Clank,PS2,2009,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6,2000,00s,0.6,Other_Sales,Low,17,21.666666666666668,30.0,0.007131633023087152,0.21666666666666667,0.3,0.039537236144631054,-0.7013364110689377,0.28568820267947964
3356,Rayman Arena,PS2,2001,Racing,Ubisoft,0.29,0.23,0.0,0.08,0.6,2000,00s,0.6,NA_Sales,Low,25,48.333333333333336,38.333333333333336,0.007131633023087152,0.4833333333333334,0.38333333333333336,0.039537236144631054,0.0812741178430129,0.6205093012587197
3357,Avatar: The Game,PSP,2009,Action,Ubisoft,0.22,0.24,0.0,0.14,0.6,2000,00s,0.6,EU_Sales,Low,17,36.66666666666667,40.0,0.007131633023087152,0.3666666666666667,0.4,0.039537236144631054,-0.2611179885559654,0.6874735209745676
3358,Jaws Unleashed,PS2,2006,Action,THQ,0.5,0.02,0.0,0.08,0.6,2000,00s,0.6,NA_Sales,Low,20,83.33333333333334,3.3333333333333335,0.007131633023087152,0.8333333333333335,0.03333333333333333,0.039537236144631054,1.1084504370399484,-0.7857393127740884
3359,Puyo Puyo Sun,SAT,1997,Puzzle,Compile,0.0,0.0,0.6,0.0,0.6,1990,90s,0.6,JP_Sales,Low,29,0.0,0.0,0.007131633023087152,0.0,0.0,0.039537236144631054,-1.3372074658098976,-0.9196677522057843
3360,Half-Life,PS2,2001,Shooter,Vivendi Games,0.29,0.23,0.0,0.08,0.6,2000,00s,0.6,NA_Sales,Low,25,48.333333333333336,38.333333333333336,0.007131633023087152,0.4833333333333334,0.38333333333333336,0.039537236144631054,0.0812741178430129,0.6205093012587197
3361,Tomb Raider (2013),XOne,2014,Action,Square Enix,0.34,0.21,0.0,0.05,0.6,2010,10s,0.6000000000000001,NA_Sales,Low,12,56.66666666666668,35.0,0.007131633023087152,0.5666666666666668,0.35000000000000003,0.039537236144631054,0.32583990812799773,0.48658086182702365
3362,Mickey's Speedway USA,N64,2000,Racing,Nintendo,0.37,0.08,0.14,0.01,0.6,2000,00s,0.6000000000000001,NA_Sales,Low,26,61.66666666666667,13.333333333333334,0.007131633023087152,0.6166666666666667,0.13333333333333333,0.039537236144631054,0.47257938229898827,-0.38395399447900036
3363,International Superstar Soccer 64,N64,1997,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6,1990,90s,0.6,EU_Sales,Low,29,15.0,43.333333333333336,0.007131633023087152,0.15,0.43333333333333335,0.039537236144631054,-0.8969890432969254,0.8214019604062637
3364,Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.4,0.15,0.0,0.06,0.6,2010,10s,0.6100000000000001,NA_Sales,Low,13,66.66666666666667,25.0,0.007131633023087152,0.6666666666666667,0.25,0.039537236144631054,0.619318856469979,0.08479554353193562
3365,NASCAR Heat 2002,PS2,2001,Racing,Infogrames,0.29,0.23,0.0,0.08,0.6,2000,00s,0.6,NA_Sales,Low,25,48.333333333333336,38.333333333333336,0.007131633023087152,0.4833333333333334,0.38333333333333336,0.039537236144631054,0.0812741178430129,0.6205093012587197
3366,Disney Sing It! High School Musical 3: Senior Year,Wii,2008,Misc,Disney Interactive Studios,0.32,0.23,0.0,0.04,0.6,2000,00s,0.5900000000000001,NA_Sales,Low,18,53.333333333333336,38.333333333333336,0.007131633023087152,0.5333333333333333,0.38333333333333336,0.039537236144631054,0.22801359201400365,0.6205093012587197
3367,From TV Animation One Piece: Grand Battle 2,PS,2002,Fighting,Namco Bandai Games,0.0,0.0,0.56,0.04,0.6,2000,00s,0.6000000000000001,JP_Sales,Low,24,0.0,0.0,0.007131633023087152,0.0,0.0,0.039537236144631054,-1.3372074658098976,-0.9196677522057843
3368,BeatMania Append 3rdMix,PS,1998,Simulation,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.6,1990,90s,0.6000000000000001,JP_Sales,Low,28,0.0,0.0,0.007131633023087152,0.0,0.0,0.039537236144631054,-1.3372074658098976,-0.9196677522057843
3369,PGR3 - Project Gotham Racing 3,X360,2005,Racing,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6,2000,00s,0.6000000000000001,NA_Sales,Low,21,81.66666666666667,5.0,0.007131633023087152,0.8166666666666668,0.05,0.039537236144631054,1.0595372789829514,-0.7187750930582404
3370,XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,0.24,0.25,0.0,0.11,0.6,2010,10s,0.6,EU_Sales,Low,14,40.0,41.66666666666667,0.007131633023087152,0.4,0.41666666666666674,0.039537236144631054,-0.16329167244197174,0.7544377406904158
3371,Blur,X360,2010,Racing,Activision,0.25,0.28,0.0,0.06,0.6,2010,10s,0.5900000000000001,EU_Sales,Low,16,41.66666666666667,46.66666666666667,0.007131633023087152,0.41666666666666674,0.46666666666666673,0.039537236144631054,-0.11437851438497469,0.9553303998379599
3372,Xena: Warrior Princess,PS,1998,Adventure,Electronic Arts,0.33,0.23,0.0,0.04,0.6,1990,90s,0.6000000000000001,NA_Sales,Low,28,55.00000000000001,38.333333333333336,0.007131633023087152,0.55,0.38333333333333336,0.039537236144631054,0.2769267500710007,0.6205093012587197
3373,Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.55,0.01,0.0,0.04,0.6,2010,10s,0.6000000000000001,NA_Sales,Low,14,91.66666666666667,1.6666666666666667,0.007131633023087152,0.9166666666666667,0.016666666666666666,0.039537236144631054,1.3530162273249327,-0.8527035324899364
3374,Front Mission,SNES,1995,Strategy,SquareSoft,0.0,0.0,0.6,0.0,0.6,1990,90s,0.6,JP_Sales,Low,31,0.0,0.0,0.007131633023087152,0.0,0.0,0.039537236144631054,-1.3372074658098976,-0.9196677522057843
3375,NHL 11,PS3,2010,Sports,Electronic Arts,0.4,0.13,0.0,0.07,0.6,2010,10s,0.6000000000000001,NA_Sales,Low,16,66.66666666666667,21.666666666666668,0.007131633023087152,0.6666666666666667,0.21666666666666667,0.039537236144631054,0.619318856469979,-0.04913289589976033
3376,Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,0.38,0.16,0.0,0.05,0.6,2010,10s,0.5900000000000001,NA_Sales,Low,14,63.33333333333334,26.666666666666668,0.007131633023087152,0.6333333333333334,0.26666666666666666,0.039537236144631054,0.5214925403559854,0.15175976324778367
3377,Monopoly,X360,2008,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.6,2000,00s,0.6000000000000001,NA_Sales,Low,18,56.66666666666668,33.333333333333336,0.007131633023087152,0.5666666666666668,0.33333333333333337,0.039537236144631054,0.32583990812799773,0.4196166421111757
3378,Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Action,Disney Interactive Studios,0.26,0.24,0.0,0.1,0.6,2010,10s,0.6,NA_Sales,Low,12,43.333333333333336,40.0,0.007131633023087152,0.43333333333333335,0.4,0.039537236144631054,-0.06546535632797784,0.6874735209745676
3379,Major League Baseball 2K7,PS2,2007,Sports,Spike,0.29,0.23,0.0,0.08,0.6,2000,00s,0.6,NA_Sales,Low,19,48.333333333333336,38.333333333333336,0.007131633023087152,0.4833333333333334,0.38333333333333336,0.039537236144631054,0.0812741178430129,0.6205093012587197
3380,Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.6,2000,00s,0.5900000000000001,NA_Sales,Low,22,51.66666666666667,36.66666666666667,0.007131633023087152,0.5166666666666667,0.3666666666666667,0.039537236144631054,0.17910043395700678,0.5535450815428719
3381,The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,0.29,0.22,0.0,0.09,0.6,2010,10s,0.6,NA_Sales,Low,16,48.333333333333336,36.66666666666667,0.007131633023087152,0.4833333333333334,0.3666666666666667,0.039537236144631054,0.0812741178430129,0.5535450815428719
3382,Dai-2-Ji Super Robot Taisen α,PS2,2003,Strategy,Banpresto,0.0,0.0,0.6,0.0,0.6,2000,00s,0.6,JP_Sales,Low,23,0.0,0.0,0.007131633023087152,0.0,0.0,0.039537236144631054,-1.3372074658098976,-0.9196677522057843
3383,Pokemon Trozei!,DS,2005,Puzzle,Nintendo,0.26,0.0,0.31,0.02,0.6,2000,00s,0.5900000000000001,JP_Sales,Low,21,43.333333333333336,0.0,0.007131633023087152,0.43333333333333335,0.0,0.039537236144631054,-0.06546535632797784,-0.9196677522057843
3384,Dead Space,PC,2008,Action,Electronic Arts,0.0,0.53,0.0,0.06,0.59,2000,00s,0.5900000000000001,EU_Sales,Low,18,0.0,89.83050847457628,0.007010757887102624,0.0,0.8983050847457628,0.03311618153334126,-1.3372074658098976,2.6895901918009386
3385,Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,0.29,0.23,0.0,0.08,0.59,2000,00s,0.6,NA_Sales,Low,22,49.15254237288135,38.983050847457626,0.007010757887102624,0.4915254237288135,0.3898305084745763,0.03311618153334126,0.10531617858289247,0.6466139970801519
3386,Rayman Origins,PSV,2012,Platform,Ubisoft,0.13,0.35,0.0,0.11,0.59,2010,10s,0.59,EU_Sales,Low,14,22.033898305084747,59.32203389830508,0.007010757887102624,0.22033898305084748,0.5932203389830508,0.03311618153334126,-0.6905589355648537,1.4638044749684662
3387,London 2012: The Official Video Game of the Olympic Games,X360,2012,Sports,Sega,0.07,0.46,0.0,0.07,0.59,2010,10s,0.6000000000000001,EU_Sales,Low,14,11.864406779661019,77.96610169491525,0.007010757887102624,0.11864406779661019,0.7796610169491526,0.03311618153334126,-0.9890121033702586,2.212895746366088
3388,Beijing 2008,X360,2008,Sports,Sega,0.15,0.38,0.0,0.07,0.59,2000,00s,0.6000000000000001,EU_Sales,Low,18,25.423728813559322,64.40677966101696,0.007010757887102624,0.2542372881355932,0.6440677966101696,0.03311618153334126,-0.5910745462963855,1.6681020944405454
3389,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,2005,Strategy,Banpresto,0.0,0.0,0.59,0.0,0.59,2000,00s,0.59,JP_Sales,Low,21,0.0,0.0,0.007010757887102624,0.0,0.0,0.03311618153334126,-1.3372074658098976,-0.9196677522057843
3390,Jeopardy!,Wii,2010,Misc,THQ,0.56,0.0,0.0,0.03,0.59,2010,10s,0.5900000000000001,NA_Sales,Low,16,94.91525423728815,0.0,0.007010757887102624,0.9491525423728815,0.0,0.03311618153334126,1.4483554337072153,-0.9196677522057843
3391,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.59,1990,90s,0.6000000000000001,JP_Sales,Low,29,0.0,0.0,0.007010757887102624,0.0,0.0,0.03311618153334126,-1.3372074658098976,-0.9196677522057843
3392,Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,2010,10s,0.59,EU_Sales,Low,15,25.423728813559322,57.6271186440678,0.007010757887102624,0.2542372881355932,0.576271186440678,0.03311618153334126,-0.5910745462963855,1.3957052684777738
3393,CyberTiger,PS,1998,Sports,Electronic Arts,0.33,0.22,0.0,0.04,0.59,1990,90s,0.5900000000000001,NA_Sales,Low,28,55.93220338983051,37.28813559322034,0.007010757887102624,0.5593220338983051,0.3728813559322034,0.03311618153334126,0.3042849571198294,0.578514790589459
3394,Jampack Fall 2001,PS,2001,Misc,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59,2000,00s,0.5900000000000001,NA_Sales,Low,25,55.93220338983051,37.28813559322034,0.007010757887102624,0.5593220338983051,0.3728813559322034,0.03311618153334126,0.3042849571198294,0.578514790589459
3395,Medal of Honor: Frontline,GC,2002,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59,2000,00s,0.6000000000000001,NA_Sales,Low,24,77.96610169491525,20.33898305084746,0.007010757887102624,0.7796610169491526,0.20338983050847462,0.03311618153334126,0.9509334873648732,-0.1024772743174697
3396,Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,0.59,2000,00s,0.6000000000000001,NA_Sales,Low,17,38.983050847457626,18.64406779661017,0.007010757887102624,0.3898305084745763,0.1864406779661017,0.03311618153334126,-0.19313698922251227,-0.17057648080816268
3397,Iron Man,Wii,2008,Action,Sega,0.31,0.22,0.0,0.06,0.59,2000,00s,0.5900000000000001,NA_Sales,Low,18,52.54237288135594,37.28813559322034,0.007010757887102624,0.5254237288135594,0.3728813559322034,0.03311618153334126,0.20480056785136114,0.578514790589459
3398,Kane & Lynch 2: Dog Days,PS3,2010,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59,2010,10s,0.6000000000000001,EU_Sales,Low,16,28.8135593220339,47.457627118644076,0.007010757887102624,0.288135593220339,0.47457627118644075,0.03311618153334126,-0.4915901570279171,0.9871100295336166
3399,NFL Blitz 2001,PS,2000,Sports,Midway Games,0.33,0.22,0.0,0.04,0.59,2000,00s,0.5900000000000001,NA_Sales,Low,26,55.93220338983051,37.28813559322034,0.007010757887102624,0.5593220338983051,0.3728813559322034,0.03311618153334126,0.3042849571198294,0.578514790589459
3400,Total War: Shogun 2,PC,2011,Strategy,Sega,0.19,0.31,0.0,0.09,0.59,2010,10s,0.59,EU_Sales,Low,15,32.20338983050848,52.54237288135594,0.007010757887102624,0.3220338983050848,0.5254237288135594,0.03311618153334126,-0.3921057677594487,1.191407649005695
3401,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.59,1990,90s,0.5900000000000001,JP_Sales,Low,28,0.0,0.0,0.007010757887102624,0.0,0.0,0.03311618153334126,-1.3372074658098976,-0.9196677522057843
3402,Rock Band 2,PS2,2008,Misc,MTV Games,0.29,0.23,0.0,0.08,0.59,2000,00s,0.6,NA_Sales,Low,18,49.15254237288135,38.983050847457626,0.007010757887102624,0.4915254237288135,0.3898305084745763,0.03311618153334126,0.10531617858289247,0.6466139970801519
3403,Yakuza 5,PS3,2012,Action,Sega,0.0,0.0,0.59,0.0,0.59,2010,10s,0.59,JP_Sales,Low,14,0.0,0.0,0.007010757887102624,0.0,0.0,0.03311618153334126,-1.3372074658098976,-0.9196677522057843
3404,LEGO Indiana Jones 2: The Adventure Continues,PSP,2009,Action,Activision,0.21,0.24,0.0,0.14,0.59,2000,00s,0.59,EU_Sales,Low,17,35.59322033898305,40.67796610169492,0.007010757887102624,0.3559322033898305,0.40677966101694923,0.03311618153334126,-0.2926213784909805,0.714713203570845
3405,BurgerTime,2600,1981,Puzzle,Mattel Interactive,0.55,0.03,0.0,0.01,0.59,1980,80s,0.5900000000000001,NA_Sales,Low,45,93.22033898305085,5.084745762711865,0.007010757887102624,0.9322033898305085,0.050847457627118654,0.03311618153334126,1.3986132390729806,-0.7153701327337058
3406,Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0.0,0.07,0.59,2000,00s,0.5900000000000001,EU_Sales,Low,18,40.67796610169492,47.457627118644076,0.007010757887102624,0.40677966101694923,0.47457627118644075,0.03311618153334126,-0.14339479458827792,0.9871100295336166
3407,2002 FIFA World Cup,PS2,2002,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59,2000,00s,0.6000000000000001,NA_Sales,Low,24,35.59322033898305,28.8135593220339,0.007010757887102624,0.3559322033898305,0.288135593220339,0.03311618153334126,-0.2926213784909805,0.23801875813599466
3408,MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59,2000,00s,0.5900000000000001,NA_Sales,Low,22,74.57627118644068,22.033898305084747,0.007010757887102624,0.7457627118644068,0.22033898305084748,0.03311618153334126,0.8514490980964049,-0.034378067826776854
3409,Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,Universal Interactive,0.46,0.12,0.0,0.02,0.59,2000,00s,0.6000000000000001,NA_Sales,Low,24,77.96610169491525,20.33898305084746,0.007010757887102624,0.7796610169491526,0.20338983050847462,0.03311618153334126,0.9509334873648732,-0.1024772743174697
3410,Smurf: Rescue In Gargamel's Castle,2600,1981,Action,Coleco,0.55,0.03,0.0,0.01,0.59,1980,80s,0.5900000000000001,NA_Sales,Low,45,93.22033898305085,5.084745762711865,0.007010757887102624,0.9322033898305085,0.050847457627118654,0.03311618153334126,1.3986132390729806,-0.7153701327337058
3411,Spelling Challenges and more!,DS,2007,Misc,505 Games,0.54,0.0,0.0,0.04,0.59,2000,00s,0.5800000000000001,NA_Sales,Low,19,91.52542372881356,0.0,0.007010757887102624,0.9152542372881357,0.0,0.03311618153334126,1.3488710444387466,-0.9196677522057843
3412,Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,Take-Two Interactive,0.53,0.02,0.0,0.04,0.59,2000,00s,0.5900000000000001,NA_Sales,Low,18,89.83050847457628,3.389830508474576,0.007010757887102624,0.8983050847457628,0.03389830508474576,0.03311618153334126,1.2991288498045124,-0.7834693392243987
3413,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,0.52,0.03,0.0,0.04,0.59,2000,00s,0.5900000000000001,NA_Sales,Low,19,88.13559322033899,5.084745762711865,0.007010757887102624,0.8813559322033899,0.050847457627118654,0.03311618153334126,1.2493866551702784,-0.7153701327337058
3414,Extreme-G,N64,1997,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59,1990,90s,0.59,NA_Sales,Low,29,79.66101694915254,18.64406779661017,0.007010757887102624,0.7966101694915254,0.1864406779661017,0.03311618153334126,1.0006756819991074,-0.17057648080816268
3415,Ready 2 Rumble Boxing,N64,1999,Sports,Midway Games,0.47,0.11,0.0,0.01,0.59,1990,90s,0.59,NA_Sales,Low,27,79.66101694915254,18.64406779661017,0.007010757887102624,0.7966101694915254,0.1864406779661017,0.03311618153334126,1.0006756819991074,-0.17057648080816268
3416,Payday 2,X360,2013,Shooter,505 Games,0.33,0.21,0.0,0.05,0.59,2010,10s,0.5900000000000001,NA_Sales,Low,13,55.93220338983051,35.59322033898305,0.007010757887102624,0.5593220338983051,0.3559322033898305,0.03311618153334126,0.3042849571198294,0.5104155840987662
3417,Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,2000,00s,0.6000000000000001,NA_Sales,Low,23,61.016949152542374,13.559322033898304,0.007010757887102624,0.6101694915254238,0.13559322033898305,0.03311618153334126,0.4535115410225317,-0.3748741002802414
3418,Tales of Rebirth,PS2,2004,Role-Playing,Namco Bandai Games,0.0,0.0,0.59,0.0,0.59,2000,00s,0.59,JP_Sales,Low,22,0.0,0.0,0.007010757887102624,0.0,0.0,0.03311618153334126,-1.3372074658098976,-0.9196677522057843
3419,SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59,2010,10s,0.5900000000000001,NA_Sales,Low,14,66.10169491525424,23.728813559322038,0.007010757887102624,0.6610169491525424,0.23728813559322037,0.03311618153334126,0.6027381249252343,0.033721138663916135
3420,NHL 12,PS3,2011,Sports,Electronic Arts,0.36,0.16,0.0,0.07,0.59,2010,10s,0.5900000000000001,NA_Sales,Low,15,61.016949152542374,27.11864406779661,0.007010757887102624,0.6101694915254238,0.2711864406779661,0.03311618153334126,0.4535115410225317,0.16991955164530168
3421,Tales of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,0.05,0.09,0.42,0.03,0.59,2010,10s,0.5900000000000001,JP_Sales,Low,11,8.474576271186441,15.254237288135593,0.007010757887102624,0.08474576271186442,0.15254237288135594,0.03311618153334126,-1.0884964926387268,-0.3067748937895484
3422,Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,2010,10s,0.59,Other_Sales,Low,16,22.033898305084747,37.28813559322034,0.007010757887102624,0.22033898305084748,0.3728813559322034,0.03311618153334126,-0.6905589355648537,0.578514790589459
3423,Madden NFL 06,X360,2007,Sports,Electronic Arts,0.54,0.0,0.01,0.03,0.59,2000,00s,0.5800000000000001,NA_Sales,Low,19,91.52542372881356,0.0,0.007010757887102624,0.9152542372881357,0.0,0.03311618153334126,1.3488710444387466,-0.9196677522057843
3424,Skate it,Wii,2008,Sports,Electronic Arts,0.51,0.04,0.0,0.05,0.59,2000,00s,0.6000000000000001,NA_Sales,Low,18,86.4406779661017,6.779661016949152,0.007010757887102624,0.8644067796610171,0.06779661016949153,0.03311618153334126,1.1996444605360441,-0.6472709262430129
3425,Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,0.36,0.18,0.0,0.05,0.59,2010,10s,0.5900000000000001,NA_Sales,Low,16,61.016949152542374,30.508474576271187,0.007010757887102624,0.6101694915254238,0.3050847457627119,0.03311618153334126,0.4535115410225317,0.3061179646266875
3426,Barbie: Race & Ride,PS,1999,Action,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59,1990,90s,0.5900000000000001,NA_Sales,Low,27,55.93220338983051,37.28813559322034,0.007010757887102624,0.5593220338983051,0.3728813559322034,0.03311618153334126,0.3042849571198294,0.578514790589459
3427,Lost: Via Domus,X360,2008,Action,Ubisoft,0.18,0.34,0.0,0.07,0.59,2000,00s,0.5900000000000001,EU_Sales,Low,18,30.508474576271187,57.6271186440678,0.007010757887102624,0.3050847457627119,0.576271186440678,0.03311618153334126,-0.44184796239368296,1.3957052684777738
3428,Mega Man Anniversary Collection,PS2,2004,Platform,Capcom,0.29,0.22,0.0,0.08,0.59,2000,00s,0.59,NA_Sales,Low,22,49.15254237288135,37.28813559322034,0.007010757887102624,0.4915254237288135,0.3728813559322034,0.03311618153334126,0.10531617858289247,0.578514790589459
3429,Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.59,2000,00s,0.5800000000000001,NA_Sales,Low,19,66.10169491525424,3.389830508474576,0.007010757887102624,0.6610169491525424,0.03389830508474576,0.03311618153334126,0.6027381249252343,-0.7834693392243987
3430,Dark Souls II,PS4,2015,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,0.08,0.59,2010,10s,0.58,EU_Sales,Low,11,33.898305084745765,37.28813559322034,0.007010757887102624,0.33898305084745767,0.3728813559322034,0.03311618153334126,-0.34236357312521465,0.578514790589459
